Txn No.,Txn Date,Description,Branch Name,Cheque No.,Dr Amount,Cr Amount,Balance,KIMS Remarks
S1507315,13-12-2024,"NRTGS/HDFCR5202
4121370493043/BOM
BAY HARDWARE
PRIVA",-,,,"8,45,803.00","11,34,59,346.
05 Dr.",
S1617166,13-12-2024,"NRTGS/HDFCR5202
4121370474716/BOM
BAY HARDWARE
PRIVA",-,,,"7,10,327.00","11,27,49,019.
05 Dr.",
S1977322,13-12-2024,"NRTGS/SCBLR12024
121300808838/BHAR
AT TUBES
CORPORAT",-,,,"22,49,564.00","11,04,99,455.
05 Dr.",
S2167116,13-12-2024,"NEFT_IN:KKBKH243
48741592/0028/
DEVINE
ENTERPRISES",-,,,"3,83,124.00","11,01,16,331.
05 Dr.",
S2381283,13-12-2024,"NRTGS/YESBR1202
4121300019728/DEL
HI TUBES AND
PIPES",-,,,"24,90,000.00","10,76,26,331.
05 Dr.",
S2686592,13-12-2024,"NRTGS/HDFCR5202
4121370496946/BOM
BAY HARDWARE
PRIVA",-,,,"19,82,193.00","10,56,44,138.
05 Dr.",
S2831616,13-12-2024,"NEFT_IN:N34824345
3680873/0023/
MANSINGHKA
STORES",-,,,"25,33,395.00","10,31,10,743.
05 Dr.",
S3634546,13-12-2024,"NRTGS/UTIBR62024
121388511261/DURG
A ENTERPRISES  .",-,,,"20,00,000.00","10,11,10,743.
05 Dr.",
S4211970,13-12-2024,"NEFT_IN:YESME434
82182825/0025/
HINDUSTAN
TECHNO PROJECTS
PRIVATE L",-,,,"4,54,728.00","10,06,56,015.
05 Dr.",
S5253478,13-12-2024,"NRTGS/HDFCR5202
4121370597317/GOY
AL PIPE COMPANY",-,,,"3,60,000.00","10,02,96,015.
05 Dr.",
S5625529,13-12-2024,"NEFT_IN:N34824345
4105462/0030/
RELIANCE
INDUSTRIES LTD
416",-,,,"53,82,118.84","9,49,13,896.2
1 Dr.",
S5828202,13-12-2024,"NEFT_IN:KKBKH243
48761755/0030/
INTEGRATED
SOLUTIONS",-,,,"5,28,120.00","9,43,85,776.2
1 Dr.",
S7902365,13-12-2024,"NRTGS/PSIBR22024
121300714490/AJAY
PIPE CO",-,,,"3,50,000.00","9,40,35,776.2
1 Dr.",
M1171296,13-12-2024,"SATYA NARAIN AGG
-333500","NARNAUL,COURT
ROAD",,,"5,42,238.00","9,34,93,538.2
1 Dr.",
S8907230,13-12-2024,"NRTGS/ICICR220241
21306733097/JINDAL
STAINLESS LIMI",-,,,"6,06,609.52","9,28,86,928.6
9 Dr.",
S9092311,13-12-2024,"NRTGS/HDFCR5202
4121370553815/MAH
ARASHTRA PIPE
DIST",-,,,"29,12,212.00","8,99,74,716.6
9 Dr.",
S9814658,13-12-2024,"NRTGS/UTIBR62024
121388553822/VEER
BROTHERS STEEL",-,,,"18,71,029.00","8,81,03,687.6
9 Dr.",
S10403421,13-12-2024,"NEFT_IN:BARBX243
48827833/0032/
KRISHNA
REFRIGERATION",-,,,"11,63,952.00","8,69,39,735.6
9 Dr.",
S10635582,13-12-2024,"NEFT_IN:KKBKH243
48778449/0032/
SHREE HANUMAN
STEELS AND
STRUCTURES",-,,,"14,75,760.00","8,54,63,975.6
9 Dr.",
S10874064,13-12-2024,"NRTGS/HDFCR5202
4121370608979/VOR
A AND CO",-,,,"25,77,034.00","8,28,86,941.6
9 Dr.",
S10985535,13-12-2024,"NEFT_IN:IOBAN2434
8463913/0032/
MALPANI COMPANY",-,,,"5,35,000.00","8,23,51,941.6
9 Dr.",
S11603604,13-12-2024,"NRTGS/HDFCR5202
4121370624189/SHRI
VARDHMAN TUBE
CO",-,,,"22,42,527.00","8,01,09,414.6
9 Dr.",
S11818189,13-12-2024,"NRTGS/HDFCR5202
4121370601493/MAD
RAS STEELS AND
TUB",-,,,"1,14,76,891.0
0","6,86,32,523.6
9 Dr.",
S12508127,13-12-2024,"NRTGS/HSBCR2202
4121327903575/MAH
ANAGAR GAS
LIMITED",-,,,"20,72,576.00","6,65,59,947.6
9 Dr.",
S13030657,13-12-2024,"NRTGS/INDBR32024
121300850410/SHRE
E MARUTINANDAN
TU",-,,,"18,97,154.00","6,46,62,793.6
9 Dr.",
S14492033,13-12-2024,"NRTGS/BKIDR52024
121300822289/SSR
STEELS
COORPORATI",-,,,"9,36,384.00","6,37,26,409.6
9 Dr.",
S16282969,13-12-2024,"NRTGS/SBINR12024
121368810236/B K
TRADERS",-,,,"25,00,000.00","6,12,26,409.6
9 Dr.",
S16686622,13-12-2024,"NRTGS/ICICR420241
21300558021/R S
TUBE INDUSTRIES",-,,,"19,00,577.00","5,93,25,832.6
9 Dr.",
S16821505,13-12-2024,"NRTGS/ICICR420241
21300557732/METR
OO PIPES AND
TUBE",-,,,"24,81,860.00","5,68,43,972.6
9 Dr.",
S17307376,13-12-2024,"NRTGS/HDFCR5202
4121370747794/MAD
HAVPIPESANDTUBE
SPV",-,,,"24,08,315.00","5,44,35,657.6
9 Dr.",
S18731581,13-12-2024,"NRTGS/HDFCR5202
4121370687416/ASE
NTERPRISES382",-,,,"7,45,336.00","5,36,90,321.6
9 Dr.",
S18760441,13-12-2024,"NRTGS/HDFCR5202
4121370657960/ASE
NTERPRISES382",-,,,"6,07,708.00","5,30,82,613.6
9 Dr.",
S18773897,13-12-2024,"NRTGS/UTIBR62024
121388601666/VEER
BROTHERS STEEL",-,,,"54,61,508.00","4,76,21,105.6
9 Dr.",
S19832074,13-12-2024,"NEFT_IN:N34824345
4320639/0033/ H S D
AND SONS",-,,,"45,874.00","4,75,75,231.6
9 Dr.",
S20070795,13-12-2024,"NRTGS/ICICR420241
21300562881/JINDAL
INDUSTRIES  PV",-,,,"43,01,000.00","4,32,74,231.6
9 Dr.",
S22110102,13-12-2024,"IMPS-
IN/434819474298/701
5869792/PROJECT",-,,,"1,50,000.00","4,31,24,231.6
9 Dr.",
S23028450,13-12-2024,"NRTGS/UCBAR5202
4121300319788/FLO
WMECH
SOLUTIONS",-,,,"6,30,676.00","4,24,93,555.6
9 Dr.",
S25467474,13-12-2024,"NEFT_IN:N34824345
4808144/0037/
EARTH
INFRAPROJECTS",-,,,"59,904.00","4,24,33,651.6
9 Dr.",
S25702859,13-12-2024,"NRTGS/UTIBR62024
121388618962/DURG
A ENTERPRISES  .",-,,,"10,00,000.00","4,14,33,651.6
9 Dr.",
S27986219,13-12-2024,"IMPS-
IN/434821017500/981
2025979/JINDAL I",-,,,"5,00,000.00","4,09,33,651.6
9 Dr.",
S27989646,13-12-2024,"IMPS-
IN/434821017525/981
2025979/JINDAL I",-,,,"5,00,000.00","4,04,33,651.6
9 Dr.",
S27987084,13-12-2024,"IMPS-
IN/434821017533/981
2025979/JINDAL I",-,,,"5,00,000.00","3,99,33,651.6
9 Dr.",
S27982846,13-12-2024,"IMPS-
IN/434821017540/981
2025979/JINDAL I",-,,,"5,00,000.00","3,94,33,651.6
9 Dr.",
S27983111,13-12-2024,"IMPS-
IN/434821017546/981
2025979/JINDAL I",-,,,"5,00,000.00","3,89,33,651.6
9 Dr.",
S27993232,13-12-2024,"IMPS-
IN/434821017568/981
2025979/JINDAL I",-,,,"5,00,000.00","3,84,33,651.6
9 Dr.",
S27996375,13-12-2024,"IMPS-
IN/434821017575/981
2025979/JINDAL I",-,,,"5,00,000.00","3,79,33,651.6
9 Dr.",
S27996650,13-12-2024,"IMPS-
IN/434821017578/981
2025979/JINDAL I",-,,,"5,00,000.00","3,74,33,651.6
9 Dr.",
S28262208,13-12-2024,"NRTGS/YESBR1202
4121300029300/JIND
AL INDUSTRIES PR",-,,,"50,00,000.00","3,24,33,651.6
9 Dr.",
S28661025,13-12-2024,"NEFT_IN:001783546
993/0039/ R.K.
DISTRIBUTORS",-,,,"16,00,000.00","3,08,33,651.6
9 Dr.",
S29789717,13-12-2024,"IMPS-
IN/434821031534/981
2025979/JINDAL I",-,,,"5,00,000.00","3,03,33,651.6
9 Dr.",
S29775231,13-12-2024,"IMPS-
IN/434821031542/981
2025979/JINDAL I",-,,,"5,00,000.00","2,98,33,651.6
9 Dr.",
S29790978,13-12-2024,"IMPS-
IN/434821031558/981
2025979/JINDAL I",-,,,"5,00,000.00","2,93,33,651.6
9 Dr.",
S29786872,13-12-2024,"IMPS-
IN/434821031567/981
2025979/JINDAL I",-,,,"5,00,000.00","2,88,33,651.6
9 Dr.",
S29775665,13-12-2024,"IMPS-
IN/434821031575/981
2025979/JINDAL I",-,,,"5,00,000.00","2,83,33,651.6
9 Dr.",
S29787562,13-12-2024,"IMPS-
IN/434821031585/981
2025979/JINDAL I",-,,,"5,00,000.00","2,78,33,651.6
9 Dr.",
S29792820,13-12-2024,"IMPS-
IN/434821031597/981
2025979/JINDAL I",-,,,"5,00,000.00","2,73,33,651.6
9 Dr.",
S29796370,13-12-2024,"IMPS-
IN/434821031602/981
2025979/JINDAL I",-,,,"5,00,000.00","2,68,33,651.6
9 Dr.",
S29795820,13-12-2024,"IMPS-
IN/434821031667/981
2025979/JINDAL I",-,,,"5,00,000.00","2,63,33,651.6
9 Dr.",
S29797562,13-12-2024,"IMPS-
IN/434821031616/981
2025979/JINDAL I",-,,,"5,00,000.00","2,58,33,651.6
9 Dr.",
S29797679,13-12-2024,"IMPS-
IN/434821031685/981
2025979/JINDAL I",-,,,"5,00,000.00","2,53,33,651.6
9 Dr.",
S29779973,13-12-2024,"IMPS-
IN/434821031691/981
2025979/JINDAL I",-,,,"5,00,000.00","2,48,33,651.6
9 Dr.",
S29804945,13-12-2024,"IMPS-
IN/434821031703/981
2025979/JINDAL I",-,,,"5,00,000.00","2,43,33,651.6
9 Dr.",
S29798211,13-12-2024,"IMPS-
IN/434821031708/981
2025979/JINDAL I",-,,,"5,00,000.00","2,38,33,651.6
9 Dr.",
S29812010,13-12-2024,"IMPS-
IN/434821031722/981
2025979/JINDAL I",-,,,"5,00,000.00","2,33,33,651.6
9 Dr.",
S30255175,13-12-2024,"NEFT_IN:0811OP414
6108975/0039/
NANDKISHORE
COMPANY",-,,,"17,41,974.00","2,15,91,677.6
9 Dr.",
S30382298,13-12-2024,"NEFT_IN:0811OP414
6108910/0039/
NANDKISHORE
COMPANY",-,,,"19,64,899.00","1,96,26,778.6
9 Dr.",
S31266538,13-12-2024,"NRTGS/SBINR12024
121368830047/M S
AGGARWAL
ENTERPRI",-,,,"5,02,503.00","1,91,24,275.6
9 Dr.",
S31582741,14-12-2024,"NEFT AGGARWAL
ENTERPRISES",-,,,"2,50,000.00","1,88,74,275.6
9 Dr.",
S38709506,14-12-2024,"NRTGS/SBINR12024
121468835129/AMRI
TNATH STEEL",-,,,"21,00,000.00","1,67,74,275.6
9 Dr.",
S40706388,14-12-2024,"BILLDESK/ZCPN6A4
08ENMTY/518476867
3/ESIC Nov 24",-,,"70,613.00",,"1,68,44,888.6
9 Dr.",
S41280103,14-12-2024,"NRTGS/HDFCR5202
4121470803872/EVE
REST STEEL TUBES",-,,,"18,21,990.00","1,50,22,898.6
9 Dr.",
S41914461,14-12-2024,"NRTGS/HDFCR5202
4121470812020/SHRI
ANAND PIPE CENTR",-,,,"3,50,000.00","1,46,72,898.6
9 Dr.",
S42131443,14-12-2024,"TIN2
ONL/2412140004974
5/5184772580/Advan
ce Tax FY",-,,"2,00,00,000.0
0",,"3,46,72,898.6
9 Dr.",
S42177855,14-12-2024,"TIN2
ONL/2412140004774
5/5184772219/Advan
ce Tax FY",-,,"2,00,00,000.0
0",,"5,46,72,898.6
9 Dr.",
S42226610,14-12-2024,"TIN2
ONL/2412140004629
5/5184771974/Advan
ce Tax FY",-,,"2,00,00,000.0
0",,"7,46,72,898.6
9 Dr.",
S42267693,14-12-2024,"TIN2
ONL/2412140004445
9/5184771618/Advan
ce Tax FY",-,,"2,00,00,000.0
0",,"9,46,72,898.6
9 Dr.",
S42320581,14-12-2024,"TIN2
ONL/2412140004330
4/5184771103/Advan
ce Tax FY",-,,"2,00,00,000.0
0",,"11,46,72,898.
69 Dr.",
S42362834,14-12-2024,"TIN2
ONL/2412140004211
9/5184770874/Advan
ce Tax FY",-,,"2,00,00,000.0
0",,"13,46,72,898.
69 Dr.",
S42641972,14-12-2024,"NRTGS/YESBR1202
4121400011709/DEL
HI TUBES AND
PIPES",-,,,"25,00,000.00","13,21,72,898.
69 Dr.",
S43803940,14-12-2024,"From:XXXX0030:THA
NE STEELS LTD",-,,,"8,18,265.00","13,13,54,633.
69 Dr.",
S46406180,14-12-2024,"EPF/0241412240014
20
2022412000186/I/518
4786829/EPF",-,,"47,94,755.00",,"13,61,49,388.
69 Dr.",
S46406180,14-12-2024,"EPF/0241412240014
20
2022412000186/I/518
4786829/EPF",-,,10.62,,"13,61,49,399.
31 Dr.",
S48386005,14-12-2024,"NEFT_IN:N34924345
5744196/0026/
SHASHI
ENTERPRISES",-,,,"15,222.00","13,61,34,177.
31 Dr.",
S51459563,14-12-2024,"NEFT_IN:AXOMB349
63662378/0028/
SHREE RAM
INDUSTRIES",-,,,"3,70,317.00","13,57,63,860.
31 Dr.",
S53091066,14-12-2024,"UPI/623145116791/P
2A/919780868302/KA
NWALDEEP SINGH",-,,,"1,000.00","13,57,62,860.
31 Dr.",
S55468523,14-12-2024,"NRTGS/YESBR1202
4121400017061/PIPE
AND SECTIONS PR",-,,,"14,67,670.00","13,42,95,190.
31 Dr.",
S56323140,14-12-2024,"NRTGS/JAKAR52024
121400035033/JVL
STEEL PRIVATE LIM",-,,,"32,02,618.00","13,10,92,572.
31 Dr.",
S56631752,14-12-2024,"NRTGS/PUNBR5202
4121416068193/5184
816032/JSW Vijaya",-,,"1,60,00,000.0
0",,"14,70,92,572.
31 Dr.",
S58642006,14-12-2024,"NEFT_IN:001784848
757/0033/ RAJ
INDUSTRIES",-,,,"2,00,000.00","14,68,92,572.
31 Dr.",
S59471186,14-12-2024,"NRTGS/ICICR420241
21400524393/SREEV
ATSA TUBE
CORPOR",-,,,"11,08,350.00","14,57,84,222.
31 Dr.",
S60180831,14-12-2024,"NRTGS/HDFCR5202
4121470815441/LOR
A ENGINEERING
WORK",-,,,"3,77,495.00","14,54,06,727.
31 Dr.",
S60589385,14-12-2024,"NRTGS/ICICR420241
21400525450/S S
KHANDELWAL
TUBES",-,,,"10,00,000.00","14,44,06,727.
31 Dr.",
S64624986,14-12-2024,"IMPS-
IN/434918225383/701
5869792/PROJECT",-,,,"1,50,000.00","14,42,56,727.
31 Dr.",
S64938639,14-12-2024,"IMPS-
IN/434918274019/981
2025979/JINDAL I",-,,,"5,00,000.00","14,37,56,727.
31 Dr.",
S64931058,14-12-2024,"IMPS-
IN/434918274046/981
2025979/JINDAL I",-,,,"5,00,000.00","14,32,56,727.
31 Dr.",
S64944327,14-12-2024,"IMPS-
IN/434918274057/981
2025979/JINDAL I",-,,,"5,00,000.00","14,27,56,727.
31 Dr.",
S64943956,14-12-2024,"IMPS-
IN/434918274065/981
2025979/JINDAL I",-,,,"5,00,000.00","14,22,56,727.
31 Dr.",
S64945585,14-12-2024,"IMPS-
IN/434918274077/981
2025979/JINDAL I",-,,,"5,00,000.00","14,17,56,727.
31 Dr.",
S64952385,14-12-2024,"IMPS-
IN/434918274083/981
2025979/JINDAL I",-,,,"5,00,000.00","14,12,56,727.
31 Dr.",
S64951095,14-12-2024,"IMPS-
IN/434918274096/981
2025979/JINDAL I",-,,,"5,00,000.00","14,07,56,727.
31 Dr.",
S64947973,14-12-2024,"IMPS-
IN/434918274101/981
2025979/JINDAL I",-,,,"5,00,000.00","14,02,56,727.
31 Dr.",
S64953637,14-12-2024,"IMPS-
IN/434918274115/981
2025979/JINDAL I",-,,,"5,00,000.00","13,97,56,727.
31 Dr.",
S64956813,14-12-2024,"IMPS-
IN/434918274126/981
2025979/JINDAL I",-,,,"5,00,000.00","13,92,56,727.
31 Dr.",
S64976155,14-12-2024,"IMPS-
IN/434918274138/981
2025979/JINDAL I",-,,,"5,00,000.00","13,87,56,727.
31 Dr.",
S64958207,14-12-2024,"IMPS-
IN/434918274233/981
2025979/JINDAL I",-,,,"5,00,000.00","13,82,56,727.
31 Dr.",
S64977946,14-12-2024,"IMPS-
IN/434918274252/981
2025979/JINDAL I",-,,,"5,00,000.00","13,77,56,727.
31 Dr.",
S64979106,14-12-2024,"IMPS-
IN/434918274264/981
2025979/JINDAL I",-,,,"5,00,000.00","13,72,56,727.
31 Dr.",
S64988039,14-12-2024,"IMPS-
IN/434918274277/981
2025979/JINDAL I",-,,,"5,00,000.00","13,67,56,727.
31 Dr.",
S64984896,14-12-2024,"IMPS-
IN/434918274288/981
2025979/JINDAL I",-,,,"5,00,000.00","13,62,56,727.
31 Dr.",
S64982104,14-12-2024,"IMPS-
IN/434918274304/981
2025979/JINDAL I",-,,,"5,00,000.00","13,57,56,727.
31 Dr.",
S65004605,14-12-2024,"IMPS-
IN/434918274377/981
2025979/JINDAL I",-,,,"5,00,000.00","13,52,56,727.
31 Dr.",
S65002740,14-12-2024,"IMPS-
IN/434918274317/981
2025979/JINDAL I",-,,,"5,00,000.00","13,47,56,727.
31 Dr.",
S64996976,14-12-2024,"IMPS-
IN/434918274396/981
2025979/JINDAL I",-,,,"5,00,000.00","13,42,56,727.
31 Dr.",
S65011331,14-12-2024,"IMPS-
IN/434918274415/981
2025979/JINDAL I",-,,,"5,00,000.00","13,37,56,727.
31 Dr.",
S65007357,14-12-2024,"IMPS-
IN/434918274429/981
2025979/JINDAL I",-,,,"5,00,000.00","13,32,56,727.
31 Dr.",
S65233778,14-12-2024,"NRTGS/ICICR420241
21400528943/S S
KHANDELWAL
TUBES",-,,,"12,34,384.00","13,20,22,343.
31 Dr.",
S69277229,14-12-2024,"NRTGS/UTIBR62024
121488690754/VEER
BROTHERS STEEL",-,,,"34,87,542.00","12,85,34,801.
31 Dr.",
S92977622,15-12-2024,"NEFT_IN:N35024345
6361182/0025/
SIGMA STEELS",-,,,"1,00,000.00","12,84,34,801.
31 Dr.",
S95469749,15-12-2024,"NRTGS/CNRBR5202
4121595233726/PAN
CHMUKHI
ENTERPRIS",-,,,"14,32,577.00","12,70,02,224.
31 Dr.",
S98880632,15-12-2024,"NEFT_IN:001786057
349/0029/ RAJ
INDUSTRIES",-,,,"6,37,516.00","12,63,64,708.
31 Dr.",
S13832561,15-12-2024,"NRTGS/HDFCR5202
4121570915126/MAG
BRO STEEL INDIA
PR",-,,,"6,39,070.00","12,57,25,638.
31 Dr.",
S24339408,16-12-2024,"NEFT_IN:N35124345
6702119/0004/
KRISHNA METAL
AND STEEL UDYOG",-,,,"6,22,365.00","12,51,03,273.
31 Dr.",
S24976450,16-12-2024,"NEFT_IN:386254746
31DC/0009/ RAJESH
SALES CORPORA",-,,,"7,36,167.00","12,43,67,106.
31 Dr.",
S32432399,16-12-2024,"NRTGS/HDFCR5202
4121670968742/OM
METALS6622",-,,,"18,82,047.00","12,24,85,059.
31 Dr.",
S34011293,16-12-2024,"NRTGS/ICICR420241
21600511646/SUPER
IOR STEEL INDUST",-,,,"17,50,550.00","12,07,34,509.
31 Dr.",
S34291349,16-12-2024,"NRTGS/ICICR420241
21600511920/SUPER
IOR STEEL INDUST",-,,,"23,56,410.00","11,83,78,099.
31 Dr.",
S34324077,16-12-2024,"NRTGS/YESBR1202
4121600013812/DEL
HI TUBES AND
PIPES",-,,,"25,00,000.00","11,58,78,099.
31 Dr.",
S34561440,16-12-2024,"NRTGS/IDFBR52024
121600513519/BIND
AL PIPES PRIVATE",-,,,"8,00,000.00","11,50,78,099.
31 Dr.",
S34936072,16-12-2024,"NRTGS/SBINR12024
121668898050/MAL
WA FERTILIZERS",-,,,"13,29,610.00","11,37,48,489.
31 Dr.",
S35866173,16-12-2024,"NRTGS/HDFCR5202
4121671032983/DEV
AYE UDYOG",-,,,"4,80,000.00","11,32,68,489.
31 Dr.",
S36943411,16-12-2024,"NRTGS/HDFCR5202
4121671052393/ISHA
TUBES AND
STRUCT",-,,,"11,75,607.00","11,20,92,882.
31 Dr.",
S37523378,16-12-2024,"NEFT_IN:N35124345
7127462/0024/ SHAM
PIPE AND IRON
STORE",-,,,"6,00,000.00","11,14,92,882.
31 Dr.",
S38201436,16-12-2024,"NRTGS/ICICR520241
21600384965/LOKES
H STEEL TUBES",-,,,"9,95,541.00","11,04,97,341.
31 Dr.",
S38872446,16-12-2024,"NRTGS/HDFCR5202
4121671091292/JAY
STEEL TRADERS",-,,,"3,00,000.00","11,01,97,341.
31 Dr.",
S39131809,16-12-2024,"NRTGS/HDFCR5202
4121671035563/RAM
LAL HARBANS LAL",-,,,"10,10,000.00","10,91,87,341.
31 Dr.",
S39154662,16-12-2024,"NRTGS/KKBKR2202
4121615103894/AJA
Y PIPE COMPANY",-,,,"7,00,000.00","10,84,87,341.
31 Dr.",
S39246444,16-12-2024,"NRTGS/HDFCR5202
4121671055242/RPC
WATERWORKS",-,,,"9,53,699.00","10,75,33,642.
31 Dr.",
S40354515,16-12-2024,"NRTGS/PSIBR22024
121600998077/DHRU
V TUBEWELL
ENGINE",-,,,"4,48,622.00","10,70,85,020.
31 Dr.",
S40652879,16-12-2024,"NRTGS/HDFCR5202
4121671109374/JIND
AL PIPE INDUSTRIE",-,,,"25,76,004.00","10,45,09,016.
31 Dr.",
S41261749,16-12-2024,"NRTGS/KKBKR5202
4121600713310/FIRE
TECHNIQUE
SYSTEM",-,,,"13,00,000.00","10,32,09,016.
31 Dr.",
S41615263,16-12-2024,"NRTGS/HDFCR5202
4121671124733/SHIB
DASS   SONS PRIV",-,,,"23,81,440.00","10,08,27,576.
31 Dr.",
S41928429,16-12-2024,"NRTGS/CNRBR5202
4121695276021/SRE
EVATSA TUBES
PRIVA",-,,,"15,33,884.00","9,92,93,692.3
1 Dr.",
S41947416,16-12-2024,"BY INST 3596 :
CTO411-1 DAY  LAT",-,,,"5,00,000.00","9,87,93,692.3
1 Dr.",
S42756731,16-12-2024,"NRTGS/KKBKR1202
4121600721611/Hars
h Enterprises",-,,,"7,98,967.00","9,79,94,725.3
1 Dr.",
S44462619,16-12-2024,"NRTGS/KKBKR1202
4121600731997/Radh
ika Pipes Pvt Ltd",-,,,"32,80,419.00","9,47,14,306.3
1 Dr.",
S44501196,16-12-2024,"NEFT_IN:SCBLH243
51190097/0028/
MOKSHI
INDUSTRIES
PRIVATE LIMITED",-,,,"1,50,000.00","9,45,64,306.3
1 Dr.",
S44922636,16-12-2024,"NRTGS/HDFCR5202
4121671066248/JAIN
PIPE STORE",-,,,"8,05,000.00","9,37,59,306.3
1 Dr.",
S45277890,16-12-2024,"NRTGS/HDFCR5202
4121671162991/VAR
DHMAN STEELS",-,,,"9,41,260.00","9,28,18,046.3
1 Dr.",
S45306956,16-12-2024,"NRTGS/UTIBR52024
121600358659/VIJAY
SALES CORPORATI",-,,,"7,75,546.00","9,20,42,500.3
1 Dr.",
S46285800,16-12-2024,"NRTGS/HDFCR5202
4121671200719/SHRI
VARDHMAN TUBE
CO",-,,,"4,72,236.00","9,15,70,264.3
1 Dr.",
S47007213,16-12-2024,"NRTGS/HDFCR5202
4121671155120/BHA
UKA TRADING
COMPAN",-,,,"4,25,000.00","9,11,45,264.3
1 Dr.",
S47214455,16-12-2024,"NRTGS/IDFBR52024
121600520339/GANE
SH TUBE
CORPORATI",-,,,"67,16,529.00","8,44,28,735.3
1 Dr.",
S47234086,16-12-2024,"NRTGS/HDFCR5202
4121671201832/M B
TUBES PRIVATE LIM",-,,,"32,16,215.00","8,12,12,520.3
1 Dr.",
S47340416,16-12-2024,"NRTGS/HDFCR5202
4121671187351/SHRI
VARDHMAN TUBE
CO",-,,,"19,36,642.00","7,92,75,878.3
1 Dr.",
S47422681,16-12-2024,"NEFT_IN:FDRLH243
51381648/0030/
JINDAL PIPE
INDUSTRIES",-,,,"1,71,600.00","7,91,04,278.3
1 Dr.",
S47734150,16-12-2024,"NRTGS/HDFCR5202
4121671193095/BOM
BAY HARDWARE
PRIVA",-,,,"2,28,709.00","7,88,75,569.3
1 Dr.",
S47862122,16-12-2024,"NRTGS/HDFCR5202
4121671193748/BOM
BAY HARDWARE
PRIVA",-,,,"4,33,168.00","7,84,42,401.3
1 Dr.",
S48202808,16-12-2024,"NRTGS/SCBLR12024
121600812811/BHAR
AT TUBES
CORPORAT",-,,,"17,50,363.00","7,66,92,038.3
1 Dr.",
S48470988,16-12-2024,"NRTGS/KKBKR1202
4121600755113/CHA
NDIGARH
CHEMICALS",-,,,"20,00,000.00","7,46,92,038.3
1 Dr.",
S49004281,16-12-2024,"NRTGS/JAKAR52024
121600003451/JVL
STEEL PRIVATE LIM",-,,,"19,09,450.00","7,27,82,588.3
1 Dr.",
S49006859,16-12-2024,"NRTGS/JAKAR52024
121600003455/JVL
STEEL PRIVATE LIM",-,,,"17,00,348.00","7,10,82,240.3
1 Dr.",
S50024836,16-12-2024,"NRTGS/UBINR22024
121601306202/SHRE
E JEE TRADERS",-,,,"2,33,338.00","7,08,48,902.3
1 Dr.",
S50795050,16-12-2024,"NEFT_IN:N35124345
7696098/0032/
PUNJAB PIPE
STORE",-,,,"10,13,066.00","6,98,35,836.3
1 Dr.",
S50797842,16-12-2024,"NEFT_IN:N35124345
7679895/0032/
PUNJAB PIPE
STORE",-,,,"30,13,133.00","6,68,22,703.3
1 Dr.",
S51562347,16-12-2024,"NRTGS/ICICR220241
21606762051/JINDAL
STAINLESS LIMI",-,,,"2,32,069.16","6,65,90,634.1
5 Dr.",
S52560016,16-12-2024,"NEFT_IN:N35124345
7793094/0033/ SUNIL
KUMAR GOYAL",-,,,"1,64,000.00","6,64,26,634.1
5 Dr.",
S53018540,16-12-2024,"NEFT_IN:IOBAN2435
1345075/0033/
HARBANS LAL AND
SONS",-,,,"77,095.00","6,63,49,539.1
5 Dr.",
S53505633,16-12-2024,"NRTGS/HDFCR5202
4121671204762/MAD
RAS STEELS AND
TUB",-,,,"40,74,800.00","6,22,74,739.1
5 Dr.",
M688640,16-12-2024,"MS PRABH DAYAL
OM PARKASH
-351300","JALLANDHAR,OLD
RAILWAY ROAD",,,"17,41,278.00","6,05,33,461.1
5 Dr.",
S55227363,16-12-2024,"IMPS-
IN/435117757098/902
2822362/V.K. ENT",-,,,"3,60,679.00","6,01,72,782.1
5 Dr.",
S55646020,16-12-2024,"NRTGS/HDFCR5202
4121671273262/BOM
BAY HARDWARE
PRIVA",-,,,"2,14,035.00","5,99,58,747.1
5 Dr.",
S55997176,16-12-2024,"NRTGS/INDBR32024
121600892622/SHRE
E MARUTINANDAN
TU",-,,,"20,30,261.00","5,79,28,486.1
5 Dr.",
S57937209,16-12-2024,"NRTGS/PUNBR5202
4121616133046/5185
019378/STEEL AUTH",-,,"36,00,000.00",,"6,15,28,486.1
5 Dr.",
S58888245,16-12-2024,"NRTGS/ICICR420241
21600568665/METR
OO PIPES AND
TUBE",-,,,"6,89,455.00","6,08,39,031.1
5 Dr.",
S59412729,16-12-2024,"NEFT_IN:001787878
351/0035/ R.K.
DISTRIBUTORS",-,,,"30,00,000.00","5,78,39,031.1
5 Dr.",
S59861918,16-12-2024,"NEFT_IN:POD04591
7394/0035/ INDIAN
TUBES",-,,,"6,86,949.00","5,71,52,082.1
5 Dr.",
S60232147,16-12-2024,"NRTGS/HDFCR5202
4121671354372/ZEE
L STEEL TUBES",-,,,"11,94,693.00","5,59,57,389.1
5 Dr.",
S60329047,16-12-2024,"NRTGS/KKBKR5202
4121600821449/SHR
EE HANUMAN
STEELS",-,,,"17,81,321.00","5,41,76,068.1
5 Dr.",
S60663374,16-12-2024,"NRTGS/IDFBR52024
121600526408/BIND
AL PIPES PRIVATE",-,,,"5,00,000.00","5,36,76,068.1
5 Dr.",
S61153315,16-12-2024,"NRTGS/ICICR420241
21600572932/INFRA
CORPORATION",-,,,"19,69,402.00","5,17,06,666.1
5 Dr.",
